startup,industry,funding_stage,amount_usd,description,year_found,founders,investors,funding_year,city,state,country
ProEves,Online Retail,Early Traction,507000.0,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers",2016.0,"Divya Agarwal, Ketika Kapoor",1Crowd,2020,NCT Delhi,National Capital Territory,India
Toddle,Online Retail,Not classified,3000000.0,Collaboration and productivity platform for teachers across the world,2017.0,"Deepanshu Arora, Parita Parekh",Matrix Partners India,2020,Bengaluru,Karnataka,India
Aesthetic Nutrition,Online Retail,Early Traction,3000000.0,Markets and sells chewable dietary supplements,2018.0,Divij Bajaj,DSG Consumer Partners,2020,Not Recorded,Not Recorded,India
Capital Float,IT & Technology,Not classified,15000000.0,Digital lending,2013.0,"Gaurav Hinduja, Sashank Rishyasringa","Sequoia Capital, Ribbit Capital, Amazon, Saif Partners",2020,Bengaluru,Karnataka,India
Ninjacart,IT & Technology,Scaling,10000000.0,Online grocery delivery platform,2015.0,"Thirukumaran Nagarajan, Sharath Loganathan, Sachin Jose, Kartheeswaran KK, Vasudevan Chinnathambi","Flipkart India, Singapore-based GEC3",2020,Bengaluru,Karnataka,India
TechnifyBiz,IT & Technology,Early Traction,2000000.0,Online marketplace for non-perishable food items,2017.0,"Akash Sharma, Abhishek Agarwal","Omnivore, Insitor Impact Asia Fund",2020,Not Recorded,Not Recorded,India
Wysh,Online Retail,Scaling,2000000.0,Celebrity engagement and wishing platform,2019.0,"Mahesh Gogineni, Varun MS, Manan Maheshwari",Kalaari Capital,2020,Hyderabad,Telangana,India
Keito,Online Retail,Early Traction,160000.0,Enterprise productivity startup,2016.0,Amal PS,Suma Soft Pvt Ltd,2020,Pune,Maharashtra,India
Klub,IT & Technology,Early Traction,2000000.0,Provides growth financing to high-affinity brands,2019.0,"Anurakt Jain, Ishita Verma",Sequoia Surge,2020,Not Recorded,Not Recorded,India
Aadhar,Online Retail,Early Traction,3000000.0,Ayurveda wellness and lifestyle consumer brand,2017.0,Not recorded,"Sprout Venture Partners, JITO Angel Network, LetsVenture",2020,Mumbai,Maharashtra,India
IncubateHub,IT & Technology,Not classified,3000000.0,Provides platform for Corporates to connect establish brand presence among innovation community,2017.0,Rajiv Mukherjee,Venture Catalysts,2020,Bengaluru,Karnataka,India
Rage Coffee,Online Retail,Not classified,3000000.0,Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers,2017.0,Bharat Sethi,Refex Capital,2020,NCT Delhi,National Capital Territory,India
Skilancer,IT & Technology,Not classified,3000000.0,Solar module cleaning system [MCS] providers,2017.0,Neeraj Kumar,Venture Catalysts,2020,Noida,Uttar Pradesh,India
Harappa Education,IT & Technology,Not classified,3000000.0,Provides online courses on foundational skills,2017.0,Pramath Raj Sinha,James Murdoch-led Lupa Systems,2020,NCT Delhi,National Capital Territory,India
Rheo,Online Retail,Not classified,2000000.0,Online e-sports streaming and community platform,2017.0,Gaurav Munjal,"Lightspeed Venture Partners, Sequoia Surge",2020,Not Recorded,Not Recorded,India
Axio Biosolutions,IT & Technology,Scaling,5200000.0,Medical device manufacturer,2017.0,Leo Mavely,Omidyar Network India,2020,Bengaluru,Karnataka,India
Techbooze,Online Retail,Scaling,15000000.0,"Business Development, Consulting and Funding facilitator for Startups Enterprise",2017.0,Mr. Subhashis Kar,Space Capital,2020,Not Recorded,Not Recorded,India
PayMart,IT & Technology,Not classified,3000000.0,Provides cardless cash withdrawals through small merchants shops,2015.0,Amit Narang,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network",2020,Chandigarh,Haryana,India
Testbook,IT & Technology,Scaling,8400000.0,Helps students prepare online for competitive exams,2017.0,"Praveen Agrawal, Yadvendar Champawat, Manoj Munna, Abhishek Sagar, Ashutosh Kumar, Narendra Agrawal",Iron Pillar,2020,Not Recorded,Not Recorded,India
FabAlley,Online Retail,Not classified,1100000.0,Online fashion store,2012.0,"Tanvi Malik, Shivani Poddar.",Trifecta Capital,2020,Noida,Uttar Pradesh,India
HaikuJAM,Online Retail,Not classified,3400000.0,Creative writing mobile platform,2017.0,Neer Sharma,"Lightbox. Social Capital, Dunce Capital",2020,Not Recorded,Not Recorded,India
Mamaearth,Online Retail,Scaling,18300000.0,Online baby and mother care brand,2017.0,"Ghazal Alagh, Varun Alagh",Sequoia India,2020,Not Recorded,Not Recorded,India
Rentomojo,Online Retail,Not classified,2000000.0,"Furniture, electronics, and appliance-centric consumer leasing platform",2014.0,Geetansh Bamania,GMO Payment Gateway,2020,Not Recorded,Not Recorded,India
Zomato,IT & Technology,Not classified,150000000.0,Online food delivery and restaurant discovery platform,2017.0,Deepinder Goyal,Ant Financial,2020,Not Recorded,Not Recorded,India
Byju,IT & Technology,Not classified,200000000.0,Provides online learning classes,2011.0,Byju Raveendran,Tiger Global,2020,Not Recorded,Not Recorded,India
Generico,Healthcare & Life Sciences,Not classified,1400000.0,Generic medicine focussed retail chain,2017.0,Siddharth Gadia,Alteria Capital,2020,Mumbai,Maharashtra,India
HighRadius,Online Retail,Scaling,125000000.0,"An AI-based platform, to automate accounts receivables and treasury processes.",2016.0,Sashi Narahari,ICONIQ Capital,2020,Hyderabad,Telangana,India
Chai Kings,Online Retail,Not classified,1000000.0,It offers a range of tea in various flavour,2017.0,"Jahabar Sadique, Balaji Sadagopan",The Chennai Angels (TCA),2020,Chennai,Tamil Nadu,India
Rivigo,Transportation & Logistics,Scaling,3400000.0,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies",2014.0,"Deepak Garg, Gazal Kalra",Trifecta Capital,2020,Gurugram,Haryana,India
BuildPan,Online Retail,Early Traction,3000000.0,"It helps developers to test, integrate and deploy apps",2019.0,"Sonal Khandelwal, Vaibhav Tiwari","HNIs in India, Japan, and the US",2020,Indore,Madhya Pradesh,India
Shiksha,IT & Technology,Not classified,181000.0,It makes college selection easy for students looking to pursue UG and PG courses in India and abroad,2008.0,Kanav Sachdeva,Mumbai Angels Network,2020,Not Recorded,Not Recorded,India
Super Surfaces,Online Retail,Scaling,500000.0,A design solution based company,2017.0,Kumar Varma,Vishnu Reddy,2020,Hyderabad,Telangana,India
Quicko,Online Retail,Not classified,280000.0,Online tax planning and filing platform,2017.0,Vishvajit Sonagara,"Zerodha fintech fund, Rainmatter",2020,Ahmedabad,Gujarat,India
Satin Creditcare,IT & Technology,Not classified,15000000.0,A micro finance company,2017.0,Not recorded,Austrian Bank,2020,Gurugram,Haryana,India
XpressBees,Transportation & Logistics,Not classified,10000000.0,Provides end to end supply chain solutions,2015.0,"Supam Maheshwari, Amitava Saha",Alibaba,2020,Not Recorded,Not Recorded,India
FarmERP,IT & Technology,Scaling,3000000.0,Smart agriculture management ERP software platform,2001.0,"Santosh Shinde, Sanjay Borkar",TechnoGen,2020,Pune,Maharashtra,India
Wealth Bucket,IT & Technology,Not classified,3000000.0,An online platform for mutual fund investments,2018.0,"Himanshu Jain, Pulkit Jain","NorthStar, Vinod Khatumal",2020,Not Recorded,Not Recorded,India
GoMechanic,IT & Technology,Scaling,14700000.0,Find automobile repair and maintenance service providers,2016.0,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa","Chiratae Ventures, Sequoia Capital, Orios Venture Partners",2020,NCT Delhi,National Capital Territory,India
Fashor,Consumer Goods,Early Traction,1000000.0,Women’s fashion and apparel,2017.0,"Vikram Kankaria, Priyanka Kankaria",Sprout venture partners,2020,Chennai,Tamil Nadu,India
Leverage Edu,IT & Technology,Not classified,1500000.0,AI enabled marketplace that provides career guidance,2017.0,Akshay Chaturvedi,"DSG Consumer Partners, Blume Ventures",2020,NCT Delhi,National Capital Territory,India
EpiFi,IT & Technology,Early Traction,13200000.0,It offers customers with a single interface for all their financial and banking mandates,2017.0,"Sujith Narayanan, Sumit Gwalani","Sequoia India, Ribbit Capital",2020,Not Recorded,Not Recorded,India
Purplle,Consumer Goods,Not classified,8000000.0,Online makeup and beauty products retailer,2012.0,"Manish Taneja, Rahul Dash",Verlinvest,2020,Mumbai,Maharashtra,India
Shuttl,Online Retail,Scaling,8043000.0,App based bus aggregator serice,2015.0,"Amit Singh, Deepanshu Malviya",SIG Global India Fund LLP.,2020,NCT Delhi,National Capital Territory,India
Pando,IT & Technology,Scaling,9000000.0,Networked logistics management software,2017.0,"Jayakrishnan, Abhijeet Manohar",Chiratae Ventures,2020,Chennai,Tamil Nadu,India
Unbox Robotics,Online Retail,Scaling,1200000.0,"Unbox Robotics builds on-demand AI-driven warehouse robotics solutions, which can be deployed using limited foot-print, time, and capital.",2019.0,"Pramod Ghadge, Shahid Memon","BEENEXT, Entrepreneur First",2021,Bengaluru,Karnataka,India
upGrad,IT & Technology,Not classified,120000000.0,UpGrad is an online higher education platform.,2015.0,"Mayank Kumar, Phalgun Kompalli, Ravijot Chugh, Ronnie Screwvala","Unilazer Ventures, IIFL Asset Management",2021,Mumbai,Maharashtra,India
Lead School,IT & Technology,Scaling,30000000.0,LEAD School offers technology based school transformation system that assures excellent learning for every child.,2012.0,"Smita Deorah, Sumeet Mehta","GSV Ventures, Westbridge Capital",2021,Mumbai,Maharashtra,India
Bizongo,Business Services,Scaling,51000000.0,Bizongo is a business-to-business online marketplace for packaging products.,2015.0,"Aniket Deb, Ankit Tomar, Sachin Agrawal","CDC Group, IDG Capital",2021,Mumbai,Maharashtra,India
FypMoney,IT & Technology,Early Traction,2000000.0,"FypMoney is Digital NEO Bank for Teenagers, empowering them with financial literacy and ease of secured financial transactions.",2021.0,Kapil Banwari,"Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal",2021,Gurugram,Haryana,India
Urban Company,Online Retail,Not classified,188000000.0,"Urban Company (Formerly UrbanClap) is a home and beauty services platform in India, Middle East, Singapore and Australia",2014.0,"Abhiraj Singh Bhal, Raghav Chandra, Varun Khaitan",Vy Capital,2021,NCT Delhi,National Capital Territory,India
Comofi Medtech,IT & Technology,Not classified,200000.0,Comofi Medtech is a healthcare robotics startup.,2018.0,Gururaj KB,"CIIE.CO, KIIT-TBI",2021,Bengaluru,Karnataka,India
Qube Health,IT & Technology,Scaling,3000000.0,India's Most Respected Workplace Healthcare Management Company,2016.0,Gagan Kapur,Inflection Point Ventures,2021,Mumbai,Maharashtra,India
Vitra.ai,IT & Technology,Not classified,3000000.0,Vitra.ai is an AI-based video translation platform,2020.0,Akash Nidhi PS,Inflexor Ventures,2021,Bengaluru,Karnataka,India
Taikee,Online Retail,Not classified,1000000.0,"Taikee is the ISO-certified, B2B e-commerce platform of Peel-Works, enabling better lives for corner stores.",2010.0,"Nidhi Ramachandran, Sachin Chhabra",Not recorded,2021,Mumbai,Maharashtra,India
Fitterfly,IT & Technology,Scaling,3000000.0,"Fitterfly offers customized and personalized wellness programs for diabetes PCOS, pregnancy, weight loss, pediatric and nutrition.",2016.0,Dr Arbinder Singal,"9Unicorns Accelerator Fund, Metaform Ventures",2021,Mumbai,Maharashtra,India
FreeStand,Business Services,Not classified,100000.0,FreeStand enables FMCG brands to execute trackable and scalable product sampling campaigns.,2017.0,"Konark Sharma, Sneh Soni","SucSEED Indovation, IIM Calcutta Innovation Park",2021,NCT Delhi,National Capital Territory,India
MyDentalPlan,Healthcare & Life Sciences,Early Traction,700000.0,My Dental Plan provides dental care packages and services.,2014.0,"Dr Mohender Narula, Dr AnandKrishna, Dr Girish Rao",Safe Planet Medicare,2021,Bengaluru,Karnataka,India
Freyr Energy,IT & Technology,Not classified,2000000.0,"Freyr Energy is a company that provides full service solar provider based in Hyderabad, India.",2014.0,"Radhika Choudary, Saurabh Marda","Impact Partners, C4D Partners",2021,Hyderabad,Telangana,India
DealShare,Online Retail,Not classified,9000000.0,DealShare is a Social Commerce Startup,2018.0,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Tiger Global Management, InnoVen Capital",2021,Jaipur,Rajasthan,India
Tessolve,Online Retail,Not classified,40000000.0,"Tessolve Semiconductor offers engineering in semiconductor design, test/product engineering, failure analysis, systems design.",1993.0,"P Raja Manickam, Srinivas Chinamilli, Veerappan V",Novo Tellus Capital,2021,Bengaluru,Karnataka,India
Smart Joules,IT & Technology,Not classified,49000000.0,Smart Joules is an energy management company.,2014.0,"Arjun P Gupta, Ujjal Majumdar, Sidhartha Gupta","Raintree Family Office, ADB arm",2021,NCT Delhi,National Capital Territory,India
ORAI,Online Retail,Scaling,400000.0,AI-Powered Robotic Virtual Assistant (RVA) for Amplifying Performance of Poor quality leads and bring more MQL and SQL,2020.0,"Swapnil Jain, Sujit Das Biswas",Inflection Point Ventures,2021,Bengaluru,Karnataka,India
ixamBee,IT & Technology,Early Traction,300000.0,ixamBee is to provide best online learning experience for preparation of competitive exams.,2016.0,Chandraprakash Joshi,"Mumbai Angels, Narendra Shyamsukha",2021,NCT Delhi,National Capital Territory,India
CoinSwitch Kuber,IT & Technology,Scaling,25000000.0,CoinSwitch Kuber is an India-based cryptocurrency exchange platform.,2017.0,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Paradigm, Kunal Shah",2021,Bengaluru,Karnataka,India
Razorpay,IT & Technology,Scaling,160000000.0,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.",2014.0,"Harshil Mathur, Shashank Kumar","Matrix Partners India, GIC",2021,Bengaluru,Karnataka,India
Uable,IT & Technology,Early Traction,3000000.0,Uable offers role based programmes to empower children to explore different domains.,2020.0,Saurabh Saxena,"Chiratae Ventures, JAFCO Asia",2021,Bengaluru,Karnataka,India
ZFW Hospitality,Online Retail,Validation,150000.0,Creating a sustainable and scalable cloud kitchen network.,2015.0,Madhav Kasturia,"Mumbai Angels Network, Expert DOJO",2021,NCT Delhi,National Capital Territory,India
Optimized Electrotech,Online Retail,Scaling,1800000.0,"Long distance, multispectral Surveillance Equipment for Defense, Aerospace, Critical Asset Protection",2017.0,"Anil Yekkala, Dharin Shah, Kuldeep Saxena, Purvi Shah, Sandeep Shah",GVFL,2021,Ahmedabad,Gujarat,India
Northern Arc,IT & Technology,Not classified,5000000.0,Northern Arc Capital is a Non-Banking Finance Company that provides borrows with access to debt investors.,2008.0,Kshama Fernandes,"Kotak Mahindra Bank, FMO",2021,Chennai,Tamil Nadu,India
Chara,IT & Technology,Early Traction,850000.0,"A scalable, cloud-controlled, and rare earth mineral free Hardware and Software platform for the Switched Reluctance Motor and other magnet free motor technologies.",2019.0,"Bhaktha Keshavachar, Ravi Prasad Sharma, Mahalingam Koushik",Kalaari Capital,2021,Bengaluru,Karnataka,India
Sirona Hygiene,IT & Technology,Scaling,3000000.0,Solving unaddressed Intimate & Menstrual Hygiene issues with our award-winning innovative & modern products.,2015.0,"Deep Bajaj, Mohit Bajaj","NB Ventures, IAN Fund",2021,NCT Delhi,National Capital Territory,India
Pristyn Care,IT & Technology,Scaling,53000000.0,Pristyn Care is Health Care Startup that is disrupting Elective Surgery Procedures,2018.0,Harsimarbir (Harsh) Singh,"Sequoia Capital India, Hummingbird Ventures",2021,Gurugram,Haryana,India
TrulyMadly,Online Retail,Scaling,2000000.0,Trulymadly is a dating platform that uses a match making algorithm.,2013.0,"Hitesh Dhingra, Rahul Kumar, Sachin Bhatia","Gaurav Munjal, Snehil Khanor",2021,NCT Delhi,National Capital Territory,India
Vidyakul,IT & Technology,Early Traction,500000.0,Vidyakul is an vernacular e-learning platform that helps state board students to learn academics via pre-recorded and live lectures,2018.0,"Raman Garg, Tarun Saini","JITO Angel Network, SOSV",2021,Not Recorded,Not Recorded,India
Jambox Games,Media & Entertainment,Early Traction,1100000.0,"A competitive game publishing platform to help developers in India and Southeast Asia to publish their games, and compete with the global incumbents.",2021.0,Ravi Vyas,Not recorded,2021,Bengaluru,Karnataka,India
Miko,Online Retail,Not classified,6000000.0,"Miko is an advanced robotics startup focusing on robotics, AI & IoT.",2015.0,"Chintan Raikar, Prashant Iyengar, Sneh Vaswani","Chiratae Ventures, YourNest Venture Capital",2021,Mumbai,Maharashtra,India
SuperK,Online Retail,Early Traction,800000.0,SuperK is a full-stack solution to empower small format retail stores in India.,2019.0,Neeraj Menta,STRIVE VC,2021,Small Towns,Andhra Pradesh,India
TagZ Foods,Online Retail,Scaling,500000.0,TagZ Foods is a supplier of snacks and food products.,2019.0,"Anish Basu Roy, Sagar Bhalotia",Venture Catalysts,2021,Bengaluru,Karnataka,India
Fuel Buddy,IT & Technology,Not classified,1000000.0,FuelBuddy is the FIRST legal private company in India to have permissions in place to deliver fuel. FUELDELIVERY APP.,2017.0,Aditya Singh,Jaipuria Family Office,2021,NCT Delhi,National Capital Territory,India
M1xchange,IT & Technology,Not classified,10000000.0,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,2017.0,Sundeep Mohindru,Amazon,2021,Gurugram,Haryana,India
Spintly,IT & Technology,Not classified,500000.0,Wireless cloud based access control platform,2017.0,Rohin Parkar,Riso Capital,2021,Goa,Goa,India
EF Polymer,IT & Technology,Not classified,200000.0,Sustainable Agriculture by creating sustainable inputs solution for agriculture to save water and fertilizer with enhancing yield.,2018.0,Narayan Lal Gurjar,MTG Ventures,2021,Rajsamand,Rajasthan,India
boAt,Online Retail,Not classified,6000000.0,boAt is a consumer electronics and lifestyle company.,2016.0,"Aman Gupta, Sameer Mehta","Qualcomm Ventures, Warburg Pincus",2021,NCT Delhi,National Capital Territory,India
TruNativ,Online Retail,Early Traction,3000000.0,TruNativ Foods & Beverages Pvt Ltd,2019.0,"Pranav Malhotra, Mamta Malhotra",9Unicorns,2021,Mumbai,Maharashtra,India
iBus,Online Retail,Not classified,21000000.0,iBus Networks is an in-building connectivity solutions company,2010.0,"Ram Sellaratnam, Sunil Menon and Subash Vasudevan",Morgan Stanley,2021,Bengaluru,Karnataka,India
Puresh Daily,Online Retail,Early Traction,100000.0,PUREandFRES-Milk delivers fresh milk directly from its farm to home. Fresh Milk without any trace of chemicals is packed and sealed in glass bottle.,2019.0,"Manish Piyush, Ayush Kumar","Alfa Ventures, Agility Venture Partners",2021,Ranchi,Jharkhand,India
LearnVern,IT & Technology,Not classified,1000000.0,LearnVern.com is a training portal where anyone can learn any course in vernacular languages for free.,2016.0,"Niral Modi, Aditi Modi",Not recorded,2021,Ahmedabad,Gujarat,India
LimeChat,Online Retail,Early Traction,7500000.0,Limechat provides a personalised shopping experience for D2C companies on chat platforms using L3 conversational AI.,2020.0,"Aniket Bajpai, Nikhil Gupta","Stellaris Venture Partners, Ramakant Sharma",2021,Faridabad,Haryana,India
Dybo,Online Retail,Early Traction,100000.0,Product Visualisation Technology for Commerce,2019.0,Dhawal Jain,Spanache,2021,Bengaluru,Karnataka,India
moEVing,Transportation & Logistics,Early Traction,1000000.0,"Delivering clean, cost-effective and efficient mobility solutions.",2021.0,VIKASH MISHRA,Not recorded,2021,Gurugram,Haryana,India
WeWork India,Healthcare & Life Sciences,Not classified,26000000.0,"Transform buildings into beautiful, collaborative workspaces and provide infrastructure, services, events and tech",2017.0,Karan Virwani,Not recorded,2021,Bengaluru,Karnataka,India
Solethreads,Consumer Goods,Scaling,1000000.0,SOLETHREADS is a ‘Made in India’ footwear brand that’s creating a flip flop revolution.,2018.0,Vikram Iyer,"DSG Consumer Partners, Saama Capital",2021,Gurugram,Haryana,India
Beldara,Online Retail,Not classified,7400000.0,"BELDARA.COM IS A GLOBAL B2B marketplace, enables businesses to sell worldwide.",2018.0,Bhagwan (Pradeep) Khandekar,Hindustan Media Ventures,2021,Mumbai,Maharashtra,India
CredFlow,IT & Technology,Early Traction,2000000.0,CredFlow provides financial solutions to automate your cashflows.,2020.0,Kunal Aggarwal,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures",2021,NCT Delhi,National Capital Territory,India
Do Your Thng,Media & Entertainment,Not classified,1500000.0,World's first shared economy platform for digital assets.,2018.0,Ankit Agarwal,"Angelbay Holdings, Faad Network",2021,Gurugram,Haryana,India
Oye Rickshaw,Transportation & Logistics,Not classified,3000000.0,Oye Rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app.,2017.0,"Akash Deep, Mohit Sharma","Alteria Capital, Chiratae Ventures",2021,Gurugram,Haryana,India
Legitquest,IT & Technology,Not classified,600000.0,LegitQuest is a legal-tech company that operates a legal research platform with Indian case laws.,2017.0,"Himanshu Puri, Karan Kalia, Rohit Shukla","WaterBridge Ventures, Info Edge",2021,NCT Delhi,National Capital Territory,India
Swiggy,Transportation & Logistics,Not classified,800000000.0,Swiggy is an on-demand food delivery platform that brings food from neighborhood restaurants directly to customers' doors.,2014.0,"Nandan Reddy, Rahul Jaimini, Sriharsha Majety","Carmignac, Falcon Edge Capital",2021,Bengaluru,Karnataka,India
AntWak,IT & Technology,Early Traction,3000000.0,AntWak provides a video platform for e-learning service.,2019.0,"Basav Nagur, Joybroto Ganguly, Sudhanshu Shekhar, Sumit Gupta, Sriramkumar Sundararaman","Vaibhav Domkundwar, Kunal Shah",2021,Bengaluru,Karnataka,India
PlayShifu,IT & Technology,Scaling,17000000.0,PlayShifu is an EdTech startup that offers teaching/learning tools for kids (4-12 years of age).,2016.0,"Dinesh Advani, Vivek Goyal","Chiratae Ventures, Bharat Innovation Fund",2021,Bengaluru,Karnataka,India
Pitstop,Manufacturing,Scaling,3500000.0,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,2015.0,"Mihir Mohan Mishra, Nirant Ramakuru, Ruchi Deepak","Acko Technology, Services, LetsVenture",2021,Bengaluru,Karnataka,India
Lendingkart,IT & Technology,Exit Options,15000000.0,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans.,1999.0,"Harshvardhan Lunia, Mukul Sachan","Bertelsmann India Investments, Fullerton Financial Holdings",2021,Gujarat,Gujarat,India
CRED,IT & Technology,Scaling,215000000.0,CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.,2018.0,Kunal Shah,"Dragoneer Investment Group, Tiger Global Management",2021,Bengaluru,Karnataka,India
Karnival,Online Retail,Early Traction,2500000.0,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,2015.0,Neeraj Tyagi,http://100x.vc/,2021,Bengaluru,Karnataka,India
PharmEasy,IT & Technology,Scaling,350000000.0,"PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.",2015.0,"Dharmil Sheth, Dhaval Shah, Mikhil Innani","TPG Growth, Caisse de Depot et Placement du Quebec",2021,Mumbai,Maharashtra,India
WESS,IT & Technology,Early Traction,2000000.0,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.,1989.0,Hitesh Doshi,Centrum Financial Services,2021,Mumbai,Maharashtra,India
ShopSe,IT & Technology,Not classified,5500000.0,Make purchases online or at neighborhood store in easy EMIs through ShopSe.,2020.0,"Pallav Jain, Abhishek Nimonkar, Yagnesh Desai","Chiratae Ventures, BEENEXT",2021,Mumbai,Maharashtra,India
Fantasy Akhada,Sports,Not classified,600000.0,Fantasy Akhada offers fantasy sports platform for cricket and football.,2020.0,Amit Purohit,Harsha Bhogle,2021,Gurugram,Haryana,India
Rage Coffee,Online Retail,Scaling,3000000.0,Rage Coffee is infused with plant based vitamins. These 100% natural extracts are typically found in foods.,2018.0,Bharat Sethi,"GetVantage, Prakash Katama",2021,NCT Delhi,National Capital Territory,India
Groww,IT & Technology,Scaling,83000000.0,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,2017.0,"Harsh Jain, Ishan Bansal, Lalit Keshre, Neeraj Singh","Tiger Global Management, Y Combinator Continuity Fund",2021,Bengaluru,Karnataka,India
Avanti Finance,IT & Technology,Scaling,26000000.0,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,2016.0,"Ratan Tata, Nandan Nilekani",Michael & Susan Dell Foundation,2021,Bengaluru,Karnataka,India
Kudos,IT & Technology,Scaling,3000000.0,"Kudos is a full stack NBFC, a digital lending engine with an in-built API lending protocol layer of over 20+ API’s.",2014.0,Naresh Vigh,Marquee fintech founders,2021,Pune,Maharashtra,India
OfBusiness,IT & Technology,Not classified,110000000.0,OfBusiness is a financing platform that offers smart financing to SMEs.,2015.0,"Asish Mohapatra, Bhuvan Gupta, Chandranshu Sinha, Nitin Jain, Ruchi Kalra, Ruchi Kalra, Srinath Ramakkrushnan, Vasant Sridhar","Falcon Edge India, Norwest Venture Partners",2021,Gurugram,Haryana,India
Superpro.ai,Online Retail,Early Traction,3000000.0,Enabling independent professionals to bring offline consulting online with AI,2019.0,"Gaurav Tripathi, Sagar Ramteke, Vijay Goel, Vivek Kumar","SOSV, Omphalos Ventures India",2021,Bengaluru,Karnataka,India
ShareChat,Media & Entertainment,Not classified,500000000.0,ShareChat is a social networking and regional content platform.,2015.0,"Ankush Sachdeva, Bhanu Pratap Singh, Farid Ahsan","Twitter Ventures, Pawan Munjal",2021,Bengaluru,Karnataka,India
WiT-ACE,Online Retail,Early Traction,1000000.0,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",2020.0,Anuranjita Kumar,CitiusTech,2021,Gurugram,Haryana,India
Spinny,Online Retail,Scaling,65000000.0,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,2015.0,"Mohit Gupta, Niraj Singh, Ramanshu Mahaur","Arena Holdings, Think Investments",2021,Gurugram,Haryana,India
Alteria Capital,IT & Technology,Exit Options,150000000000.0,Alteria Capital is a Venture debt firm .,2018.0,Vinod Murali,Not recorded,2021,Mumbai,Maharashtra,India
Safexpay,IT & Technology,Not classified,6000000.0,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,2017.0,Ravi Gupta,"T Choithrams BVI, Ardor",2021,Thane,Maharashtra,India
PumPumPum,Online Retail,Scaling,700000.0,Pumpumpum is a car rental company.,2018.0,"Tarun Lawadia, Sameer Kalra","Kogta Financial India Limited, ICICI Bank",2021,Gurugram,Haryana,India
Speciale Invest,IT & Technology,Not classified,10000000.0,Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures.,2017.0,"Vishesh Rajaram, Arjun Rao",Not recorded,2021,Bengaluru,Karnataka,India
Eunimart,Online Retail,Scaling,700000.0,Eunimart is a one stop solution for merchants to create a difference by selling globally.,2016.0,"Saikat Roy, Shayak Mazumder","SucSEED Venture Partners, TMT Connekt",2021,Hyderabad,Telangana,India
Meesho,Online Retail,Not classified,300000000.0,Meesho operates as an online reselling platform that enables anyone to start a business without investment.,2015.0,"Sanjeev Barnwal, Vidit Aatrey","SAIF Partners, Venture Highway",2021,Bengaluru,Karnataka,India
CareerLabs,IT & Technology,Not classified,2200000.0,"Aim to help students become future-ready, setting them on a path to success that suits them best.",2019.0,"PN Santosh, Prasanna Alagesan, Krithika Srinivasan",Global Founders Capital,2021,Bengaluru,Karnataka,India
Uable,IT & Technology,Scaling,35000000.0,Uable are on a bold mission to redefine the future for millions of teenagers around the world.,2020.0,Saurabh Saxena,"JAFCO Asia, Chiratae Ventures",2021,Bengaluru,Karnataka,India
Zoko,IT & Technology,Early Traction,140000000.0,"Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.",2016.0,"Arjun Paul, Aromal Sivadasan",Y Combinator,2021,Bengaluru,Karnataka,India
GetWork,Online Retail,Early Traction,200000.0,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,2019.0,Rahul Veerwal,Artha Venture Fund,2021,Gurugram,Haryana,India
Easebuzz,Online Retail,Scaling,4000000.0,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,2015.0,Rohit Prasad,"Jitendra Gupta, Amrish Rau",2021,Pune,Maharashtra,India
Chingari,Media & Entertainment,Not classified,13000000.0,Chingari operates as a short video platform.,2018.0,Sumit Ghosh,"FJ Labs, Brian Norgard",2021,Bengaluru,Karnataka,India
